d_date_sk,d_year,d_dow,d_moy,d_dom,d_qoy,d_holiday,d_weekend
2422378,1920,1,2,23,1,"N","N"
2422728,1921,1,2,7,1,"N","N"
2422735,1921,1,2,14,1,"N","N"
2422742,1921,1,2,21,1,"N","N"
2422749,1921,1,2,28,1,"N","N"
2423092,1922,1,2,6,1,"N","N"
2423099,1922,1,2,13,1,"N","N"
2423106,1922,1,2,20,1,"N","N"
2423113,1922,1,2,27,1,"N","N"
2423456,1923,1,2,5,1,"N","N"
2423463,1923,1,2,12,1,"N","N"
2423470,1923,1,2,19,1,"N","N"
2423477,1923,1,2,26,1,"N","N"
2423820,1924,1,2,4,1,"N","N"
2423827,1924,1,2,11,1,"N","N"
2423834,1924,1,2,18,1,"N","N"
2423841,1924,1,2,25,1,"N","N"
2424184,1925,1,2,2,1,"N","N"
2424191,1925,1,2,9,1,"N","N"
2424198,1925,1,2,16,1,"N","N"
2424205,1925,1,2,23,1,"N","N"
2424548,1926,1,2,1,1,"N","N"
2424555,1926,1,2,8,1,"N","N"
2424562,1926,1,2,15,1,"N","N"
2424569,1926,1,2,22,1,"N","N"
2424919,1927,1,2,7,1,"N","N"
2424926,1927,1,2,14,1,"N","N"
2424933,1927,1,2,21,1,"N","N"
2424940,1927,1,2,28,1,"N","N"
2425283,1928,1,2,6,1,"N","N"
2425290,1928,1,2,13,1,"N","N"
2425297,1928,1,2,20,1,"N","N"
2425304,1928,1,2,27,1,"N","N"
2425647,1929,1,2,4,1,"N","N"
2425654,1929,1,2,11,1,"N","N"
2425661,1929,1,2,18,1,"N","N"
2425668,1929,1,2,25,1,"N","N"
2426011,1930,1,2,3,1,"N","N"
2426018,1930,1,2,10,1,"N","N"
2426025,1930,1,2,17,1,"N","N"
2426032,1930,1,2,24,1,"N","N"
2426375,1931,1,2,2,1,"N","N"
2426382,1931,1,2,9,1,"N","N"
2426389,1931,1,2,16,1,"N","N"
2426396,1931,1,2,23,1,"N","N"
2426739,1932,1,2,1,1,"N","N"
2426746,1932,1,2,8,1,"N","N"
2426753,1932,1,2,15,1,"N","N"
2426760,1932,1,2,22,1,"N","N"
2426767,1932,1,2,29,1,"N","N"
2427110,1933,1,2,6,1,"N","N"
2427117,1933,1,2,13,1,"N","N"
2427124,1933,1,2,20,1,"N","N"
2427131,1933,1,2,27,1,"N","N"
2427474,1934,1,2,5,1,"N","N"
2427481,1934,1,2,12,1,"N","N"
2427488,1934,1,2,19,1,"N","N"
2427495,1934,1,2,26,1,"N","N"
2427838,1935,1,2,4,1,"N","N"
2427845,1935,1,2,11,1,"N","N"
2427852,1935,1,2,18,1,"N","N"
2427859,1935,1,2,25,1,"N","N"
2428202,1936,1,2,3,1,"N","N"
2428209,1936,1,2,10,1,"N","N"
2428216,1936,1,2,17,1,"N","N"
2428223,1936,1,2,24,1,"N","N"
2428566,1937,1,2,1,1,"N","N"
2428573,1937,1,2,8,1,"N","N"
2428580,1937,1,2,15,1,"N","N"
2428587,1937,1,2,22,1,"N","N"
2428937,1938,1,2,7,1,"N","N"
2428944,1938,1,2,14,1,"N","N"
2428951,1938,1,2,21,1,"N","N"
2428958,1938,1,2,28,1,"N","N"
2429301,1939,1,2,6,1,"N","N"
2429308,1939,1,2,13,1,"N","N"
2429315,1939,1,2,20,1,"N","N"
2429322,1939,1,2,27,1,"N","N"
2429665,1940,1,2,5,1,"N","N"
2429672,1940,1,2,12,1,"N","N"
2429679,1940,1,2,19,1,"N","N"
2429686,1940,1,2,26,1,"N","N"
2430029,1941,1,2,3,1,"N","N"
2430036,1941,1,2,10,1,"N","N"
2430043,1941,1,2,17,1,"N","N"
2430050,1941,1,2,24,1,"N","N"
2430393,1942,1,2,2,1,"N","N"
2430400,1942,1,2,9,1,"N","N"
2430407,1942,1,2,16,1,"N","N"
2430414,1942,1,2,23,1,"N","N"
2430757,1943,1,2,1,1,"N","N"
2430764,1943,1,2,8,1,"N","N"
2430771,1943,1,2,15,1,"N","N"
2430778,1943,1,2,22,1,"N","N"
2431128,1944,1,2,7,1,"N","N"
2431135,1944,1,2,14,1,"N","N"
2431142,1944,1,2,21,1,"N","N"
2431149,1944,1,2,28,1,"N","N"
2431492,1945,1,2,5,1,"N","N"
2431499,1945,1,2,12,1,"N","N"
2431506,1945,1,2,19,1,"N","N"
2431513,1945,1,2,26,1,"N","N"
2431856,1946,1,2,4,1,"N","N"
2431863,1946,1,2,11,1,"N","N"
2431870,1946,1,2,18,1,"N","N"
2431877,1946,1,2,25,1,"N","N"
2432220,1947,1,2,3,1,"N","N"
2432227,1947,1,2,10,1,"N","N"
2432234,1947,1,2,17,1,"N","N"
2432241,1947,1,2,24,1,"N","N"
2432584,1948,1,2,2,1,"N","N"
2432591,1948,1,2,9,1,"N","N"
2432598,1948,1,2,16,1,"N","N"
2432605,1948,1,2,23,1,"N","N"
2432955,1949,1,2,7,1,"N","N"
2432962,1949,1,2,14,1,"N","N"
2432969,1949,1,2,21,1,"N","N"
2432976,1949,1,2,28,1,"N","N"
2433319,1950,1,2,6,1,"N","N"
2433326,1950,1,2,13,1,"N","N"
2433333,1950,1,2,20,1,"N","N"
2433340,1950,1,2,27,1,"N","N"
2433683,1951,1,2,5,1,"N","N"
2433690,1951,1,2,12,1,"N","N"
2433697,1951,1,2,19,1,"N","N"
2433704,1951,1,2,26,1,"N","N"
2434047,1952,1,2,4,1,"N","N"
2434054,1952,1,2,11,1,"N","N"
2434061,1952,1,2,18,1,"N","N"
2434068,1952,1,2,25,1,"N","N"
2434411,1953,1,2,2,1,"N","N"
2434418,1953,1,2,9,1,"N","N"
2434425,1953,1,2,16,1,"N","N"
2434432,1953,1,2,23,1,"N","N"
2434775,1954,1,2,1,1,"N","N"
2434782,1954,1,2,8,1,"N","N"
2434789,1954,1,2,15,1,"N","N"
2434796,1954,1,2,22,1,"N","N"
2435146,1955,1,2,7,1,"N","N"
2435153,1955,1,2,14,1,"N","N"
2435160,1955,1,2,21,1,"N","N"
2435167,1955,1,2,28,1,"N","N"
2435510,1956,1,2,6,1,"N","N"
2435517,1956,1,2,13,1,"N","N"
2435524,1956,1,2,20,1,"N","N"
2435531,1956,1,2,27,1,"N","N"
2435874,1957,1,2,4,1,"N","N"
2435881,1957,1,2,11,1,"N","N"
2435888,1957,1,2,18,1,"N","N"
2435895,1957,1,2,25,1,"N","N"
2436238,1958,1,2,3,1,"N","N"
2436245,1958,1,2,10,1,"N","N"
2436252,1958,1,2,17,1,"N","N"
2436259,1958,1,2,24,1,"N","N"
2436602,1959,1,2,2,1,"N","N"
2436609,1959,1,2,9,1,"N","N"
2436616,1959,1,2,16,1,"N","N"
2436623,1959,1,2,23,1,"N","N"
2436966,1960,1,2,1,1,"N","N"
2436973,1960,1,2,8,1,"N","N"
2436980,1960,1,2,15,1,"N","N"
2436987,1960,1,2,22,1,"N","N"
2436994,1960,1,2,29,1,"N","N"
2437337,1961,1,2,6,1,"N","N"
2437344,1961,1,2,13,1,"N","N"
2437351,1961,1,2,20,1,"N","N"
2437358,1961,1,2,27,1,"N","N"
2437701,1962,1,2,5,1,"N","N"
2437708,1962,1,2,12,1,"N","N"
2437715,1962,1,2,19,1,"N","N"
2437722,1962,1,2,26,1,"N","N"
2438065,1963,1,2,4,1,"N","N"
2438072,1963,1,2,11,1,"N","N"
2438079,1963,1,2,18,1,"N","N"
2438086,1963,1,2,25,1,"N","N"
2438429,1964,1,2,3,1,"N","N"
2438436,1964,1,2,10,1,"N","N"
2438443,1964,1,2,17,1,"N","N"
2438450,1964,1,2,24,1,"N","N"
2438793,1965,1,2,1,1,"N","N"
2438800,1965,1,2,8,1,"N","N"
2438807,1965,1,2,15,1,"N","N"
2438814,1965,1,2,22,1,"N","N"
2439164,1966,1,2,7,1,"N","N"
2439171,1966,1,2,14,1,"N","N"
2439178,1966,1,2,21,1,"N","N"
2439185,1966,1,2,28,1,"N","N"
2439528,1967,1,2,6,1,"N","N"
2439535,1967,1,2,13,1,"N","N"
2439542,1967,1,2,20,1,"N","N"
2439549,1967,1,2,27,1,"N","N"
2439892,1968,1,2,5,1,"N","N"
2439899,1968,1,2,12,1,"N","N"
2439906,1968,1,2,19,1,"N","N"
2439913,1968,1,2,26,1,"N","N"
2440256,1969,1,2,3,1,"N","N"
2440263,1969,1,2,10,1,"N","N"
2440270,1969,1,2,17,1,"N","N"
2440277,1969,1,2,24,1,"N","N"
2440620,1970,1,2,2,1,"N","N"
2440627,1970,1,2,9,1,"N","N"
2440634,1970,1,2,16,1,"N","N"
2440641,1970,1,2,23,1,"N","N"
2440984,1971,1,2,1,1,"N","N"
2440991,1971,1,2,8,1,"N","N"
2440998,1971,1,2,15,1,"N","N"
2441005,1971,1,2,22,1,"N","N"
2441355,1972,1,2,7,1,"N","N"
2441362,1972,1,2,14,1,"N","N"
2441369,1972,1,2,21,1,"N","N"
2441376,1972,1,2,28,1,"N","N"
2441719,1973,1,2,5,1,"N","N"
2441726,1973,1,2,12,1,"N","N"
2441733,1973,1,2,19,1,"N","N"
2441740,1973,1,2,26,1,"N","N"
2442083,1974,1,2,4,1,"N","N"
2442090,1974,1,2,11,1,"N","N"
2442097,1974,1,2,18,1,"N","N"
2442104,1974,1,2,25,1,"N","N"
2442447,1975,1,2,3,1,"N","N"
2442454,1975,1,2,10,1,"N","N"
2442461,1975,1,2,17,1,"N","N"
2442468,1975,1,2,24,1,"N","N"
2442811,1976,1,2,2,1,"N","N"
2442818,1976,1,2,9,1,"N","N"
2442825,1976,1,2,16,1,"N","N"
2442832,1976,1,2,23,1,"N","N"
2443182,1977,1,2,7,1,"N","N"
2443189,1977,1,2,14,1,"N","N"
2443196,1977,1,2,21,1,"N","N"
2443203,1977,1,2,28,1,"N","N"
2443546,1978,1,2,6,1,"N","N"
2443553,1978,1,2,13,1,"N","N"
2443560,1978,1,2,20,1,"N","N"
2443567,1978,1,2,27,1,"N","N"
2443910,1979,1,2,5,1,"N","N"
2443917,1979,1,2,12,1,"N","N"
2443924,1979,1,2,19,1,"N","N"
2443931,1979,1,2,26,1,"N","N"
2444274,1980,1,2,4,1,"N","N"
2444281,1980,1,2,11,1,"N","N"
2444288,1980,1,2,18,1,"N","N"
2444295,1980,1,2,25,1,"N","N"
2444638,1981,1,2,2,1,"N","N"
2444645,1981,1,2,9,1,"N","N"
2444652,1981,1,2,16,1,"N","N"
2444659,1981,1,2,23,1,"N","N"
2445002,1982,1,2,1,1,"N","N"
2445009,1982,1,2,8,1,"N","N"
2445016,1982,1,2,15,1,"N","N"
2445023,1982,1,2,22,1,"N","N"
2445373,1983,1,2,7,1,"N","N"
2445380,1983,1,2,14,1,"N","N"
2445387,1983,1,2,21,1,"N","N"
2445394,1983,1,2,28,1,"N","N"
2445737,1984,1,2,6,1,"N","N"
2445744,1984,1,2,13,1,"N","N"
2445751,1984,1,2,20,1,"N","N"
2445758,1984,1,2,27,1,"N","N"
2446101,1985,1,2,4,1,"N","N"
2446108,1985,1,2,11,1,"N","N"
2446115,1985,1,2,18,1,"N","N"
2446122,1985,1,2,25,1,"N","N"
2446465,1986,1,2,3,1,"N","N"
2446472,1986,1,2,10,1,"N","N"
2446479,1986,1,2,17,1,"N","N"
2446486,1986,1,2,24,1,"N","N"
2446829,1987,1,2,2,1,"N","N"
2446836,1987,1,2,9,1,"N","N"
2446843,1987,1,2,16,1,"N","N"
2446850,1987,1,2,23,1,"N","N"
2447193,1988,1,2,1,1,"N","N"
2447200,1988,1,2,8,1,"N","N"
2447207,1988,1,2,15,1,"N","N"
2447214,1988,1,2,22,1,"N","N"
2447221,1988,1,2,29,1,"N","N"
2447564,1989,1,2,6,1,"N","N"
2447571,1989,1,2,13,1,"N","N"
2447578,1989,1,2,20,1,"N","N"
2447585,1989,1,2,27,1,"N","N"
2447928,1990,1,2,5,1,"N","N"
2447935,1990,1,2,12,1,"N","N"
2447942,1990,1,2,19,1,"N","N"
2447949,1990,1,2,26,1,"N","N"
2448292,1991,1,2,4,1,"N","N"
2448299,1991,1,2,11,1,"N","N"
2448306,1991,1,2,18,1,"N","N"
2448313,1991,1,2,25,1,"N","N"
2448656,1992,1,2,3,1,"N","N"
2448663,1992,1,2,10,1,"N","N"
2448670,1992,1,2,17,1,"N","N"
2448677,1992,1,2,24,1,"N","N"
2449020,1993,1,2,1,1,"N","N"
2449027,1993,1,2,8,1,"N","N"
2449034,1993,1,2,15,1,"N","N"
2449041,1993,1,2,22,1,"N","N"
2449391,1994,1,2,7,1,"N","N"
2449398,1994,1,2,14,1,"N","N"
2449405,1994,1,2,21,1,"N","N"
2449412,1994,1,2,28,1,"N","N"
2449755,1995,1,2,6,1,"N","N"
2449762,1995,1,2,13,1,"N","N"
2449769,1995,1,2,20,1,"N","N"
2449776,1995,1,2,27,1,"N","N"
2450119,1996,1,2,5,1,"N","N"
2450126,1996,1,2,12,1,"N","N"
2450133,1996,1,2,19,1,"N","N"
2450140,1996,1,2,26,1,"N","N"
2450483,1997,1,2,3,1,"N","N"
2450490,1997,1,2,10,1,"N","N"
2450497,1997,1,2,17,1,"N","N"
2450504,1997,1,2,24,1,"N","N"
2450847,1998,1,2,2,1,"N","N"
2450854,1998,1,2,9,1,"N","N"
2450861,1998,1,2,16,1,"N","N"
2450868,1998,1,2,23,1,"N","N"
2451211,1999,1,2,1,1,"N","N"
2451218,1999,1,2,8,1,"N","N"
2451225,1999,1,2,15,1,"N","N"
2451232,1999,1,2,22,1,"N","N"
2451582,2000,1,2,7,1,"N","N"
2451589,2000,1,2,14,1,"N","N"
2451596,2000,1,2,21,1,"N","N"
2451603,2000,1,2,28,1,"N","N"
2451946,2001,1,2,5,1,"N","N"
2451953,2001,1,2,12,1,"N","N"
2451960,2001,1,2,19,1,"N","N"
2451967,2001,1,2,26,1,"N","N"
2452310,2002,1,2,4,1,"N","N"
2452317,2002,1,2,11,1,"N","N"
2452324,2002,1,2,18,1,"N","N"
2452331,2002,1,2,25,1,"N","N"
2452674,2003,1,2,3,1,"N","N"
2452681,2003,1,2,10,1,"N","N"
2452688,2003,1,2,17,1,"N","N"
2452695,2003,1,2,24,1,"N","N"
2453038,2004,1,2,2,1,"N","N"
2453045,2004,1,2,9,1,"N","N"
2453052,2004,1,2,16,1,"N","N"
2453059,2004,1,2,23,1,"N","N"
2453409,2005,1,2,7,1,"N","N"
2453416,2005,1,2,14,1,"N","N"
2453423,2005,1,2,21,1,"N","N"
2453430,2005,1,2,28,1,"N","N"
2453773,2006,1,2,6,1,"N","N"
2453780,2006,1,2,13,1,"N","N"
2453787,2006,1,2,20,1,"N","N"
2453794,2006,1,2,27,1,"N","N"
2454137,2007,1,2,5,1,"N","N"
2454144,2007,1,2,12,1,"N","N"
2454151,2007,1,2,19,1,"N","N"
2454158,2007,1,2,26,1,"N","N"
2454501,2008,1,2,4,1,"N","N"
2454508,2008,1,2,11,1,"N","N"
2454515,2008,1,2,18,1,"N","N"
2454522,2008,1,2,25,1,"N","N"
2454865,2009,1,2,2,1,"N","N"
2454872,2009,1,2,9,1,"N","N"
2454879,2009,1,2,16,1,"N","N"
2454886,2009,1,2,23,1,"N","N"
2455229,2010,1,2,1,1,"N","N"
2455236,2010,1,2,8,1,"N","N"
2455243,2010,1,2,15,1,"N","N"
2455250,2010,1,2,22,1,"N","N"
2455600,2011,1,2,7,1,"N","N"
2455607,2011,1,2,14,1,"N","N"
2455614,2011,1,2,21,1,"N","N"
2455621,2011,1,2,28,1,"N","N"
2455964,2012,1,2,6,1,"N","N"
2455971,2012,1,2,13,1,"N","N"
2455978,2012,1,2,20,1,"N","N"
2455985,2012,1,2,27,1,"N","N"
2456328,2013,1,2,4,1,"N","N"
2456335,2013,1,2,11,1,"N","N"
2456342,2013,1,2,18,1,"N","N"
2456349,2013,1,2,25,1,"N","N"
2456692,2014,1,2,3,1,"N","N"
2456699,2014,1,2,10,1,"N","N"
2456706,2014,1,2,17,1,"N","N"
2456713,2014,1,2,24,1,"N","N"
2457056,2015,1,2,2,1,"N","N"
2457063,2015,1,2,9,1,"N","N"
2457070,2015,1,2,16,1,"N","N"
2457077,2015,1,2,23,1,"N","N"
2457420,2016,1,2,1,1,"N","N"
2457427,2016,1,2,8,1,"N","N"
2457434,2016,1,2,15,1,"N","N"
2457441,2016,1,2,22,1,"N","N"
2457448,2016,1,2,29,1,"N","N"
2457791,2017,1,2,6,1,"N","N"
2457798,2017,1,2,13,1,"N","N"
2457805,2017,1,2,20,1,"N","N"
2457812,2017,1,2,27,1,"N","N"
2458155,2018,1,2,5,1,"N","N"
2458162,2018,1,2,12,1,"N","N"
2458169,2018,1,2,19,1,"N","N"
2458176,2018,1,2,26,1,"N","N"
2458519,2019,1,2,4,1,"N","N"
2458526,2019,1,2,11,1,"N","N"
2458533,2019,1,2,18,1,"N","N"
2458540,2019,1,2,25,1,"N","N"
2458883,2020,1,2,3,1,"N","N"
2458890,2020,1,2,10,1,"N","N"
2458897,2020,1,2,17,1,"N","N"
2458904,2020,1,2,24,1,"N","N"
2459247,2021,1,2,1,1,"N","N"
2459254,2021,1,2,8,1,"N","N"
2459261,2021,1,2,15,1,"N","N"
2459268,2021,1,2,22,1,"N","N"
2459618,2022,1,2,7,1,"N","N"
2459625,2022,1,2,14,1,"N","N"
2459632,2022,1,2,21,1,"N","N"
2459639,2022,1,2,28,1,"N","N"
2459982,2023,1,2,6,1,"N","N"
2459989,2023,1,2,13,1,"N","N"
2459996,2023,1,2,20,1,"N","N"
2460003,2023,1,2,27,1,"N","N"
2460346,2024,1,2,5,1,"N","N"
2460353,2024,1,2,12,1,"N","N"
2460360,2024,1,2,19,1,"N","N"
2460367,2024,1,2,26,1,"N","N"
2460710,2025,1,2,3,1,"N","N"
2460717,2025,1,2,10,1,"N","N"
2460724,2025,1,2,17,1,"N","N"
2460731,2025,1,2,24,1,"N","N"
2461074,2026,1,2,2,1,"N","N"
2461081,2026,1,2,9,1,"N","N"
2461088,2026,1,2,16,1,"N","N"
2461095,2026,1,2,23,1,"N","N"
2461438,2027,1,2,1,1,"N","N"
2461445,2027,1,2,8,1,"N","N"
2461452,2027,1,2,15,1,"N","N"
2461459,2027,1,2,22,1,"N","N"
2461809,2028,1,2,7,1,"N","N"
2461816,2028,1,2,14,1,"N","N"
2461823,2028,1,2,21,1,"N","N"
2461830,2028,1,2,28,1,"N","N"
2462173,2029,1,2,5,1,"N","N"
2462180,2029,1,2,12,1,"N","N"
2462187,2029,1,2,19,1,"N","N"
2462194,2029,1,2,26,1,"N","N"
2462537,2030,1,2,4,1,"N","N"
2462544,2030,1,2,11,1,"N","N"
2462551,2030,1,2,18,1,"N","N"
2462558,2030,1,2,25,1,"N","N"
2462901,2031,1,2,3,1,"N","N"
2462908,2031,1,2,10,1,"N","N"
2462915,2031,1,2,17,1,"N","N"
2462922,2031,1,2,24,1,"N","N"
2463265,2032,1,2,2,1,"N","N"
2463272,2032,1,2,9,1,"N","N"
2463279,2032,1,2,16,1,"N","N"
2463286,2032,1,2,23,1,"N","N"
2463636,2033,1,2,7,1,"N","N"
2463643,2033,1,2,14,1,"N","N"
2463650,2033,1,2,21,1,"N","N"
2463657,2033,1,2,28,1,"N","N"
2464000,2034,1,2,6,1,"N","N"
2464007,2034,1,2,13,1,"N","N"
2464014,2034,1,2,20,1,"N","N"
2464021,2034,1,2,27,1,"N","N"
2464364,2035,1,2,5,1,"N","N"
2464371,2035,1,2,12,1,"N","N"
2464378,2035,1,2,19,1,"N","N"
2464385,2035,1,2,26,1,"N","N"
2464728,2036,1,2,4,1,"N","N"
2464735,2036,1,2,11,1,"N","N"
2464742,2036,1,2,18,1,"N","N"
2464749,2036,1,2,25,1,"N","N"
2465092,2037,1,2,2,1,"N","N"
2465099,2037,1,2,9,1,"N","N"
2465106,2037,1,2,16,1,"N","N"
2465113,2037,1,2,23,1,"N","N"
2465456,2038,1,2,1,1,"N","N"
2465463,2038,1,2,8,1,"N","N"
2465470,2038,1,2,15,1,"N","N"
2465477,2038,1,2,22,1,"N","N"
2465827,2039,1,2,7,1,"N","N"
2465834,2039,1,2,14,1,"N","N"
2465841,2039,1,2,21,1,"N","N"
2465848,2039,1,2,28,1,"N","N"
2466191,2040,1,2,6,1,"N","N"
2466198,2040,1,2,13,1,"N","N"
2466205,2040,1,2,20,1,"N","N"
2466212,2040,1,2,27,1,"N","N"
2466555,2041,1,2,4,1,"N","N"
2466562,2041,1,2,11,1,"N","N"
2466569,2041,1,2,18,1,"N","N"
2466576,2041,1,2,25,1,"N","N"
2466919,2042,1,2,3,1,"N","N"
2466926,2042,1,2,10,1,"N","N"
2466933,2042,1,2,17,1,"N","N"
2466940,2042,1,2,24,1,"N","N"
2467283,2043,1,2,2,1,"N","N"
2467290,2043,1,2,9,1,"N","N"
2467297,2043,1,2,16,1,"N","N"
2467304,2043,1,2,23,1,"N","N"
2467647,2044,1,2,1,1,"N","N"
2467654,2044,1,2,8,1,"N","N"
2467661,2044,1,2,15,1,"N","N"
2467668,2044,1,2,22,1,"N","N"
2467675,2044,1,2,29,1,"N","N"
2468018,2045,1,2,6,1,"N","N"
2468025,2045,1,2,13,1,"N","N"
2468032,2045,1,2,20,1,"N","N"
2468039,2045,1,2,27,1,"N","N"
2468382,2046,1,2,5,1,"N","N"
2468389,2046,1,2,12,1,"N","N"
2468396,2046,1,2,19,1,"N","N"
2468403,2046,1,2,26,1,"N","N"
2468746,2047,1,2,4,1,"N","N"
2468753,2047,1,2,11,1,"N","N"
2468760,2047,1,2,18,1,"N","N"
2468767,2047,1,2,25,1,"N","N"
2469110,2048,1,2,3,1,"N","N"
2469117,2048,1,2,10,1,"N","N"
2469124,2048,1,2,17,1,"N","N"
2469131,2048,1,2,24,1,"N","N"
2469474,2049,1,2,1,1,"N","N"
2469481,2049,1,2,8,1,"N","N"
2469488,2049,1,2,15,1,"N","N"
2469495,2049,1,2,22,1,"N","N"
2469845,2050,1,2,7,1,"N","N"
2469852,2050,1,2,14,1,"N","N"
2469859,2050,1,2,21,1,"N","N"
2469866,2050,1,2,28,1,"N","N"
2470209,2051,1,2,6,1,"N","N"
2470216,2051,1,2,13,1,"N","N"
2470223,2051,1,2,20,1,"N","N"
2470230,2051,1,2,27,1,"N","N"
2470573,2052,1,2,5,1,"N","N"
2470580,2052,1,2,12,1,"N","N"
2470587,2052,1,2,19,1,"N","N"
2470594,2052,1,2,26,1,"N","N"
2470937,2053,1,2,3,1,"N","N"
2470944,2053,1,2,10,1,"N","N"
2470951,2053,1,2,17,1,"N","N"
2470958,2053,1,2,24,1,"N","N"
2471301,2054,1,2,2,1,"N","N"
2471308,2054,1,2,9,1,"N","N"
2471315,2054,1,2,16,1,"N","N"
2471322,2054,1,2,23,1,"N","N"
2471665,2055,1,2,1,1,"N","N"
2471672,2055,1,2,8,1,"N","N"
2471679,2055,1,2,15,1,"N","N"
2471686,2055,1,2,22,1,"N","N"
2472036,2056,1,2,7,1,"N","N"
2472043,2056,1,2,14,1,"N","N"
2472050,2056,1,2,21,1,"N","N"
2472057,2056,1,2,28,1,"N","N"
2472400,2057,1,2,5,1,"N","N"
2472407,2057,1,2,12,1,"N","N"
2472414,2057,1,2,19,1,"N","N"
2472421,2057,1,2,26,1,"N","N"
2472764,2058,1,2,4,1,"N","N"
2472771,2058,1,2,11,1,"N","N"
2472778,2058,1,2,18,1,"N","N"
2472785,2058,1,2,25,1,"N","N"
2473128,2059,1,2,3,1,"N","N"
2473135,2059,1,2,10,1,"N","N"
2473142,2059,1,2,17,1,"N","N"
2473149,2059,1,2,24,1,"N","N"
2473492,2060,1,2,2,1,"N","N"
2473499,2060,1,2,9,1,"N","N"
2473506,2060,1,2,16,1,"N","N"
2473513,2060,1,2,23,1,"N","N"
2473863,2061,1,2,7,1,"N","N"
2473870,2061,1,2,14,1,"N","N"
2473877,2061,1,2,21,1,"N","N"
2473884,2061,1,2,28,1,"N","N"
2474227,2062,1,2,6,1,"N","N"
2474234,2062,1,2,13,1,"N","N"
2474241,2062,1,2,20,1,"N","N"
2474248,2062,1,2,27,1,"N","N"
2474591,2063,1,2,5,1,"N","N"
2474598,2063,1,2,12,1,"N","N"
2474605,2063,1,2,19,1,"N","N"
2474612,2063,1,2,26,1,"N","N"
2474955,2064,1,2,4,1,"N","N"
2474962,2064,1,2,11,1,"N","N"
2474969,2064,1,2,18,1,"N","N"
2474976,2064,1,2,25,1,"N","N"
2475319,2065,1,2,2,1,"N","N"
2475326,2065,1,2,9,1,"N","N"
2475333,2065,1,2,16,1,"N","N"
2475340,2065,1,2,23,1,"N","N"
2475683,2066,1,2,1,1,"N","N"
2475690,2066,1,2,8,1,"N","N"
2475697,2066,1,2,15,1,"N","N"
2475704,2066,1,2,22,1,"N","N"
2476054,2067,1,2,7,1,"N","N"
2476061,2067,1,2,14,1,"N","N"
2476068,2067,1,2,21,1,"N","N"
2476075,2067,1,2,28,1,"N","N"
2476418,2068,1,2,6,1,"N","N"
2476425,2068,1,2,13,1,"N","N"
2476432,2068,1,2,20,1,"N","N"
2476439,2068,1,2,27,1,"N","N"
2476782,2069,1,2,4,1,"N","N"
2476789,2069,1,2,11,1,"N","N"
2476796,2069,1,2,18,1,"N","N"
2476803,2069,1,2,25,1,"N","N"
2477146,2070,1,2,3,1,"N","N"
2477153,2070,1,2,10,1,"N","N"
2477160,2070,1,2,17,1,"N","N"
2477167,2070,1,2,24,1,"N","N"
2477510,2071,1,2,2,1,"N","N"
2477517,2071,1,2,9,1,"N","N"
2477524,2071,1,2,16,1,"N","N"
2477531,2071,1,2,23,1,"N","N"
2477874,2072,1,2,1,1,"N","N"
2477881,2072,1,2,8,1,"N","N"
2477888,2072,1,2,15,1,"N","N"
2477895,2072,1,2,22,1,"N","N"
2477902,2072,1,2,29,1,"N","N"
2478245,2073,1,2,6,1,"N","N"
2478252,2073,1,2,13,1,"N","N"
2478259,2073,1,2,20,1,"N","N"
2478266,2073,1,2,27,1,"N","N"
2478609,2074,1,2,5,1,"N","N"
2478616,2074,1,2,12,1,"N","N"
2478623,2074,1,2,19,1,"N","N"
2478630,2074,1,2,26,1,"N","N"
2478973,2075,1,2,4,1,"N","N"
2478980,2075,1,2,11,1,"N","N"
2478987,2075,1,2,18,1,"N","N"
2478994,2075,1,2,25,1,"N","N"
2479337,2076,1,2,3,1,"N","N"
2479344,2076,1,2,10,1,"N","N"
2479351,2076,1,2,17,1,"N","N"
2479358,2076,1,2,24,1,"N","N"
2479701,2077,1,2,1,1,"N","N"
2479708,2077,1,2,8,1,"N","N"
2479715,2077,1,2,15,1,"N","N"
2479722,2077,1,2,22,1,"N","N"
2480072,2078,1,2,7,1,"N","N"
2480079,2078,1,2,14,1,"N","N"
2480086,2078,1,2,21,1,"N","N"
2480093,2078,1,2,28,1,"N","N"
2480436,2079,1,2,6,1,"N","N"
2480443,2079,1,2,13,1,"N","N"
2480450,2079,1,2,20,1,"N","N"
2480457,2079,1,2,27,1,"N","N"
2480800,2080,1,2,5,1,"N","N"
2480807,2080,1,2,12,1,"N","N"
2480814,2080,1,2,19,1,"N","N"
2480821,2080,1,2,26,1,"N","N"
2481164,2081,1,2,3,1,"N","N"
2481171,2081,1,2,10,1,"N","N"
2481178,2081,1,2,17,1,"N","N"
2481185,2081,1,2,24,1,"N","N"
2481528,2082,1,2,2,1,"N","N"
2481535,2082,1,2,9,1,"N","N"
2481542,2082,1,2,16,1,"N","N"
2481549,2082,1,2,23,1,"N","N"
2481892,2083,1,2,1,1,"N","N"
2481899,2083,1,2,8,1,"N","N"
2481906,2083,1,2,15,1,"N","N"
2481913,2083,1,2,22,1,"N","N"
2482263,2084,1,2,7,1,"N","N"
2482270,2084,1,2,14,1,"N","N"
2482277,2084,1,2,21,1,"N","N"
2482284,2084,1,2,28,1,"N","N"
2482627,2085,1,2,5,1,"N","N"
