sr_returned_date_sk,sr_item_sk,sr_customer_sk,sr_store_sk,sr_return_quantity,sr_return_amt
2451878,463,940,1,36,308.16
2451144,205,1762,1,36,3742.2
2451548,1076,5769,1,36,33.84
2451987,25,7213,1,36,858.6
2451493,328,4222,1,36,345.24
2451860,1742,1906,1,36,1536.12
2451903,1591,95,1,36,276.84
2451314,1561,9449,1,36,269.28
2452467,21,3632,1,36,1544.4
2451802,835,5344,1,36,1570.68
2451686,1778,2343,1,36,418.68
2451582,1352,4383,1,36,1460.52
2451331,1555,8664,1,36,0
2452032,2,4882,1,36,4546.44
2451663,1403,992,1,36,824.4
2451387,20,4137,1,36,538.56
2451695,310,4400,1,36,1419.12
2451526,886,1639,1,36,1705.32
2452575,1363,9735,1,36,1756.8
2452462,1740,4631,1,36,193.32
2451414,602,3900,1,36,1465.92
2452276,1239,5245,1,36,1373.4
2451640,1139,7926,1,36,3399.84
2451769,857,1087,1,36,1192.32
2452096,405,4192,1,36,343.8
2452403,1053,3450,1,36,1145.52
2451051,316,3763,1,36,4345.2
2451439,415,7061,1,36,2300.76
2452653,625,6383,1,36,2358.72
2451902,157,2113,1,36,2067.48
2451964,1688,3017,1,36,1813.32
2452240,1465,9702,1,36,1973.52
2451684,1483,9504,1,36,1970.28
2452250,1339,6454,1,36,2306.52
2452238,1163,6459,1,36,1433.88
2451288,634,9445,1,36,1684.08
2452055,415,9634,1,36,263.52
2451075,4,5959,1,36,106.56
2451671,674,6902,1,36,3953.52
2450950,130,8459,1,36,323.64
2451534,568,4931,1,36,3728.88
2451350,967,3386,1,36,0
2451258,1708,8820,1,36,1800.72
2452407,1323,5115,1,36,155.16
2451882,1289,840,1,36,395.64
2451965,1147,2573,1,36,126.72
2451558,181,7924,1,36,1068.48
2452035,835,4056,1,36,356.4
2451399,466,1076,1,36,2423.52
2450966,134,5536,1,36,25.2
2452556,762,9233,1,36,524.52
2452557,387,5805,1,36,1461.96
2451876,1766,8487,1,36,164.52
2451544,406,5639,1,36,228.24
2452312,469,730,1,36,50.76
2451199,1495,5763,1,36,2423.52
2452469,762,3701,1,36,489.24
2452543,246,1101,1,36,30.6
2451323,1603,5010,1,36,3006.36
2452748,720,5157,1,36,219.96
2451430,256,8573,1,36,3620.88
2451015,1624,3746,1,36,1029.96
2452414,787,5486,1,36,191.52
2451946,266,9562,1,36,1686.6
2452743,667,2455,1,36,3637.8
2452373,1245,380,1,36,2525.04
2451421,1048,9097,1,36,321.12
2451518,1772,7328,1,36,843.12
2451890,917,7189,1,36,2446.56
2452524,345,7482,1,36,3662.28
2451449,1096,5101,1,36,675.36
2451498,307,7203,1,36,2929.68
2452660,1645,2481,1,36,6950.88
2451930,248,3685,1,36,21.96
2451431,1189,1940,1,36,1238.4
2452537,606,604,1,36,1541.88
2452227,433,9273,1,36,204.12
2451869,823,4530,1,36,2187
2451675,847,5153,1,36,885.96
2451852,1733,9512,1,36,1036.8
2451106,703,8798,1,36,2617.2
2452587,1278,4372,1,36,31.32
2451453,646,2326,1,36,97.56
2451201,1630,3828,1,36,834.48
2451220,146,1946,1,36,281.16
2451951,427,4098,1,36,607.32
2451007,374,5400,1,36,845.28
2452765,1671,5285,1,36,2991.96
2451929,953,9992,1,36,2993.04
2452520,474,3585,1,36,3934.08
2452433,1785,2861,1,36,2488.32
2451538,1622,8288,1,36,1537.92
2451020,622,8853,1,36,534.96
2450946,1238,9906,1,36,5987.16
2452433,357,4722,1,36,3680.64
2452101,55,8270,1,36,3392.64
2451990,1357,9112,1,36,604.44
2451176,1382,6934,1,36,878.76
2451321,1108,65,1,36,1005.12
2451654,43,3179,1,36,1628.28
2452050,609,8845,1,36,1369.8
2452533,193,5308,1,36,1.8
2451274,1352,6857,1,36,996.48
2450923,1519,7496,1,36,767.16
2452166,677,8048,1,36,4037.76
2451937,500,7250,1,36,1109.16
2451535,301,163,1,36,1379.16
2451161,1670,4138,1,36,1157.04
2452316,1095,1580,1,36,1890
2451637,224,8647,1,36,3335.4
2452523,1308,8613,1,36,613.44
2451846,536,8942,1,36,2046.24
2451142,440,4146,1,36,1132.92
2451042,1570,8315,1,36,1799.28
2452551,948,6712,1,36,3191.76
2452781,1431,7720,1,36,424.44
2451906,601,6310,1,36,2242.44
2452175,1587,1491,1,36,308.52
2452470,1467,1998,1,36,1016.28
2452746,1039,8653,1,36,403.2
2451011,1207,2960,1,36,1175.76
2452753,595,2363,1,36,1171.08
2451801,650,5686,1,36,57.6
2452438,817,885,1,36,500.04
2452026,527,7945,1,36,448.56
2450940,16,3763,1,36,319.68
2451089,1555,366,1,36,1745.64
2452464,1095,814,1,36,192.96
2452339,373,4454,1,36,1409.4
2452633,115,9852,1,36,1180.44
2451500,686,6436,1,36,2897.28
2451111,1630,1502,1,36,309.6
2452591,199,3999,1,36,18
2451872,1481,5067,1,36,556.2
2452284,379,480,1,36,1515.96
2451225,1724,6171,1,36,185.4
2451497,1048,6103,1,36,1654.92
2451535,290,4585,1,36,1486.44
2451578,524,1838,1,36,1037.16
2451506,1150,5297,1,36,968.76
2452326,9,7085,1,36,3084.48
2451487,961,8818,1,36,163.8
2451918,1292,2854,1,36,20.16
2452708,93,6577,1,36,1909.44
2451198,643,362,1,36,821.52
2451185,1237,5373,1,36,546.12
2451941,1643,6966,1,36,2303.28
2451947,671,5185,1,36,837.36
2452428,99,6655,1,36,1274.4
2451209,850,1929,1,36,2257.2
2452339,449,7554,1,36,4782.24
2452139,725,7980,1,36,213.84
2452266,639,3171,1,36,90.72
2451845,1034,5688,1,36,700.92
2451332,1471,3362,1,36,2452.68
2452593,561,1352,1,36,1257.48
2451871,133,1453,1,36,183.24
2452367,1659,3299,1,36,299.88
2452006,1307,3124,1,36,448.2
2452639,39,7608,1,36,2317.32
2451570,728,5414,1,36,3634.2
2451787,1711,4990,1,36,569.88
2451149,26,6719,1,36,989.28
2451007,68,797,1,36,640.8
2452235,1207,6347,1,36,1189.8
2451148,820,1454,1,36,564.48
2451136,1096,7058,1,36,335.16
2451717,1495,3069,1,36,3050.64
2451522,1370,9849,1,36,3443.4
2452391,444,6616,1,36,252.72
2451845,494,3918,1,36,216.72
2452618,109,6052,1,36,3585.24
2451814,1063,2958,1,36,711.72
2452086,425,1493,1,36,4524.48
2451915,332,3080,1,36,1730.16
2451454,76,927,1,36,2690.64
2452565,1698,4987,1,36,677.16
2451910,367,7384,1,36,234.72
2451824,1544,8565,1,36,1354.32
2451896,566,7381,1,36,286.56
2451255,788,3032,1,36,2394.36
2452734,1581,6511,1,36,1026.72
2451868,992,8048,1,36,399.6
2450935,1087,5861,1,36,1796.04
2452405,1629,4982,1,36,2908.44
2451509,37,7723,1,36,260.28
2452392,1122,8056,1,36,110.52
2451888,13,5005,1,36,554.04
2452521,1143,3417,1,36,199.8
2451323,763,3308,1,36,254.16
2451244,832,4749,1,36,684
2451475,1496,4987,1,36,1624.32
2451947,235,6635,1,36,3692.52
2451927,401,8840,1,36,295.92
2452140,973,935,1,36,450.72
2450988,1022,7407,1,36,257.76
2451389,1762,8235,1,36,721.44
2452654,667,3663,1,36,546.48
2451857,907,7226,1,36,1430.28
2451335,421,5081,1,36,384.84
2451515,1324,2865,1,36,3932.28
2452519,705,3329,1,36,4073.76
2452449,1189,7880,1,36,1426.68
2450980,844,1950,1,36,3107.88
2452390,1437,2970,1,36,1152.36
2451122,634,1973,1,36,544.68
2451674,991,6467,1,36,504.72
2450973,566,8720,1,36,1082.52
2451259,1621,9575,1,36,885.6
2451915,617,1505,1,36,1003.68
2451636,673,7239,1,36,1050.84
2451255,1567,1810,1,36,1717.56
2452074,1220,6070,1,36,51.84
2452398,1013,7802,1,36,271.44
2452650,828,6951,1,36,2359.8
2451923,1235,240,1,36,1776.6
2452529,810,1407,1,36,1189.44
2452219,557,9457,1,36,84.6
2452705,1608,1216,1,36,2173.32
2452761,1147,1412,1,36,48.96
2451595,139,3473,1,36,3053.88
2451187,697,6550,1,36,113.76
2451382,1496,8115,1,36,978.84
2452556,1002,1897,1,36,457.2
2452059,745,6919,1,36,370.08
2452554,1527,8993,1,36,710.28
2452648,1098,6209,1,36,157.68
2450997,451,9417,1,36,155.52
2451896,1232,2193,1,36,551.16
2452759,1782,5914,1,36,2345.04
2451642,1250,625,1,36,2224.44
2451209,182,1258,1,36,538.56
2452235,1627,8999,1,36,5179.32
2451826,1400,8171,1,36,1013.76
2451519,1202,1225,1,36,2882.16
2451516,200,9310,1,36,151.2
2451261,452,2218,1,36,1319.76
2451842,1340,2858,1,36,1020.24
2451481,380,7688,1,36,511.92
2452381,697,9098,1,36,152.28
2451756,341,5988,1,36,296.64
2451728,949,5988,1,36,310.68
2451224,97,4966,1,36,3010.32
2452565,1107,7546,1,36,754.2
2451773,1771,833,1,36,619.56
2451547,716,2444,1,36,6.84
2451270,170,6615,1,36,3375.36
2451834,1301,1426,1,36,1321.2
2451707,578,2340,1,35,1144.5
2452100,1643,927,1,35,2358.3
2452159,265,169,1,35,3321.85
2451916,557,2143,1,35,657.3
2451584,229,6189,1,35,2773.05
2451623,20,4922,1,35,3256.4
2452214,267,3669,1,35,700
2451745,1495,4617,1,35,672.7
2451543,1555,1542,1,35,780.15
2452093,369,330,1,35,674.1
2451376,976,1092,1,35,3505.6
2452617,1182,8915,1,35,723.1
2451246,55,3069,1,35,3081.4
2451876,1406,8910,1,35,382.55
2451983,1521,3849,1,35,126.7
2451880,1183,143,1,35,2039.45
2451291,464,1472,1,35,198.1
2452210,349,6172,1,35,258.3
2451077,758,5711,1,35,179.9
2451488,967,5421,1,35,3127.6
2452575,1309,7934,1,35,1230.95
2452266,671,1696,1,35,128.1
2452663,462,7806,1,35,60.2
2451297,1750,2136,1,35,2283.05
2451893,253,4926,1,35,22.75
2451872,187,8458,1,35,987
2452587,409,1559,1,35,52.5
2451039,793,2603,1,35,595.35
2451334,1480,6742,1,35,1014.65
2452014,1247,5769,1,35,719.95
2451284,883,8923,1,35,26.25
2451147,1700,5445,1,35,355.6
2451568,1328,1656,1,35,1816.15
2452303,709,3597,1,35,1218.35
2451859,1465,2557,1,35,1383.55
2452002,203,2264,1,35,107.8
2451121,266,4208,1,35,1683.85
2451579,1693,1547,1,35,17.85
2452714,561,2427,1,35,12.25
2451593,914,2906,1,35,1158.85
2451161,586,2414,1,35,251.3
2451064,1240,4759,1,35,131.25
2452405,625,5773,1,35,2980.25
2452610,1596,717,1,35,460.95
2450926,364,7761,1,35,73.5
2451272,548,2885,1,35,4858.35
2451826,602,63,1,35,26.6
2451895,97,4941,1,35,1187.9
2452222,1453,790,1,35,686.7
2451198,1382,8903,1,35,3462.2
2452405,923,1415,1,35,453.25
2451527,1459,3633,1,35,33.6
2451581,280,1756,1,35,39.2
2452645,1344,7877,1,35,6023.15
2451841,560,6003,1,35,1125.25
2451184,614,1409,1,35,789.6
2451206,904,4850,1,35,1742.3
2452165,1259,226,1,35,223.3
2452741,198,873,1,35,915.25
2451171,8,1444,1,35,3131.45
2451205,1528,5085,1,35,169.75
2451254,118,7110,1,35,1403.5
2452690,385,1804,1,35,1141.7
2451632,763,7373,1,35,116.9
2451430,682,379,1,35,32.9
2452179,1765,6942,1,35,2392.6
2452310,855,1201,1,35,1280.3
2451530,448,5246,1,35,2171.4
2451859,959,9944,1,35,754.95
2452583,927,9558,1,35,2587.9
2451919,931,5129,1,35,430.5
2450987,1136,5759,1,35,1266.65
2452150,1245,8569,1,35,2112.25
2451237,1406,8261,1,35,432.95
2452283,179,2005,1,35,55.3
2451515,325,1198,1,35,2851.1
2451548,794,7115,1,35,2343.95
2452629,1560,7147,1,35,739.55
2451367,745,5342,1,35,1373.05
2451700,377,7657,1,35,640.15
2452220,643,1718,1,35,402.15
2450996,1642,7264,1,35,270.2
2451614,59,6114,1,35,548.45
2451978,1557,9499,1,35,412.3
2450966,928,4384,1,35,3486
2451898,1034,3765,1,35,2746.1
2452470,555,8111,1,35,4302.2
2451426,115,9291,1,35,1414
2451428,676,9098,1,35,3502.8
2451611,1510,5682,1,35,1566.95
2452023,1669,4049,1,35,1253
2452066,1369,8700,1,35,4946.2
2451951,35,5571,1,35,1820.7
2451090,772,5094,1,35,129.85
2451903,1211,8287,1,35,1414.7
2450968,1267,116,1,35,99.05
2451951,644,8864,1,35,1467.2
2451736,737,9133,1,35,2996.35
2451944,65,6568,1,35,251.65
2450991,1562,4105,1,35,578.55
2452678,222,1505,1,35,5799.5
2451335,49,4508,1,35,1541.75
2452034,137,5850,1,35,955.85
2451698,1063,1114,1,35,225.05
2452666,163,7746,1,35,80.15
2451618,752,9107,1,35,3396.4
2451940,1265,6296,1,35,1643.6
2451801,1429,799,1,35,1046.15
2451282,926,3830,1,35,478.45
2451736,1766,610,1,35,875.35
2452767,1603,2922,1,35,280.35
2452382,691,8899,1,35,120.05
2451167,823,9778,1,35,1257.55
2452648,612,7185,1,35,5255.6
2450986,211,9637,1,35,1155.35
2451098,1024,6168,1,35,1593.9
2451604,1046,4480,1,35,251.65
2452565,1608,6135,1,35,218.05
2451643,320,4017,1,35,1346.1
2452587,1431,9047,1,35,284.9
2452267,1553,1482,1,35,5020.05
2452477,264,8532,1,35,898.1
2452327,1317,6225,1,35,1094.1
2451955,182,7997,1,35,897.05
2451660,197,1971,1,35,589.75
2451986,341,1372,1,35,874.65
2451813,1382,3354,1,35,735.35
2451266,547,4912,1,35,1382.85
2451646,1124,377,1,35,117.95
2452011,1317,5098,1,35,709.45
2451712,1793,7114,1,35,501.55
2452114,997,7957,1,35,1141.7
2452192,307,1490,1,35,618.8
2451566,1145,1431,1,35,525.7
2451353,499,8004,1,35,148.75
2452032,367,4020,1,35,68.95
2452283,1391,6358,1,35,222.95
2451688,667,1469,1,35,4026.4
2451620,1160,142,1,35,3407.6
2451267,560,2236,1,35,18.2
2451061,1600,2568,1,35,383.95
2452124,451,6847,1,35,2622.55
2452129,1487,6898,1,35,1195.25
2452704,195,4995,1,35,2937.9
2452791,123,7720,1,35,751.8
2451802,698,9985,1,35,542.15
2451085,1276,8590,1,35,0
2451913,1783,2785,1,35,336
2451967,335,9600,1,35,771.75
2452354,701,8222,1,35,181.65
2451642,1663,3145,1,35,2870.35
2452409,97,7456,1,35,924
2452684,817,5362,1,35,1196.65
2451201,1558,5266,1,35,1622.6
2452542,1344,6771,1,35,746.2
2452549,961,3217,1,35,86.8
2451224,854,9943,1,35,2431.1
2450986,722,8420,1,35,609.7
2452600,657,6373,1,35,1162.7
2451855,847,5821,1,35,1336.3
2451516,1702,8736,1,35,24.5
2451195,1384,2212,1,35,4903.85
2452450,84,6559,1,35,3130.75
2451784,365,3410,1,35,84.35
2451834,1511,6941,1,35,174.3
2452411,1265,2155,1,35,1668.1
2451592,1387,8087,1,35,132.65
2452622,1773,5887,1,35,1834.7
2451116,319,7320,1,35,2328.9
2452646,1470,4785,1,35,733.6
2450997,1624,2455,1,35,54.95
2451888,559,3088,1,35,2783.55
2452393,121,978,1,35,1271.9
2451159,1346,6734,1,35,23.45
2451662,346,2536,1,35,3237.85
2452501,799,2485,1,35,1853.25
2452299,1559,9936,1,35,1698.9
2451356,649,4659,1,35,919.8
2451214,1387,7329,1,35,129.85
2451855,374,2251,1,35,1671.6
2451942,121,9051,1,35,2157.05
2451966,585,5185,1,35,1425.9
2451559,634,2785,1,35,1814.05
2451031,1189,6532,1,35,431.2
2452756,1525,2039,1,35,58.45
2452355,924,4414,1,35,1839.25
2451955,1369,6784,1,35,2039.45
2451505,487,215,1,35,27.65
2451873,743,3992,1,35,1474.55
2451636,260,8161,1,35,698.25
2452633,499,7265,1,35,430.85
2452600,447,587,1,35,2427.25
2451502,349,9891,1,35,393.75
2452010,197,3029,1,35,262.5
2450925,337,939,1,35,4218.2
2451535,1538,6257,1,35,268.8
2451598,166,5938,1,35,21
2451137,37,8093,1,35,285.25
2452194,1275,9396,1,35,1270.5
2451588,230,3896,1,35,1643.6
2452634,583,8009,1,35,3055.15
2451256,1600,4425,1,35,0
2452072,523,6845,1,35,746.9
2452544,267,4357,1,35,976.85
2451891,896,5713,1,35,1377.25
2451078,614,7126,1,35,45.15
2451342,800,8526,1,35,1391.95
2451200,316,5308,1,35,550.9
2451302,554,5889,1,35,1125.25
2451951,1739,2827,1,35,3318.7
2451119,1501,8191,1,35,764.75
2451929,739,6360,1,35,4062.8
2452688,691,12,1,35,617.75
2452300,1143,8033,1,35,1967
2450927,283,678,1,35,823.2
2450923,1780,4957,1,35,1057.35
2452659,840,3410,1,35,1038.1
2451653,1126,3876,1,35,104.3
2452655,853,211,1,35,137.2
2451907,1561,2329,1,35,2372.3
2451836,365,6882,1,35,1563.45
2451214,1454,2341,1,35,4071.2
2452670,121,6019,1,35,2500.4
2451635,422,3328,1,35,140.7
2452044,1373,2423,1,35,1587.6
2451120,622,5882,1,35,133.7
2452546,549,4995,1,35,1559.25
2452516,777,5193,1,35,3595.55
2452627,744,3500,1,35,152.95
2450902,902,6747,1,35,840.7
2451093,26,201,1,35,2588.25
2452694,1555,787,1,35,1462.65
2451522,1178,8385,1,35,2990.05
2452586,457,539,1,35,708.75
2452378,678,6065,1,35,189.7
2451804,1459,5915,1,35,1015.7
2452644,1561,4521,1,35,488.6
2451199,590,1962,1,35,1154.3
2452724,1548,5320,1,35,1928.5
2451219,1700,7711,1,35,32.2
2452726,642,6464,1,35,230.3
2452249,953,8551,1,35,1812.65
2451435,1094,592,1,35,255.15
2451593,1543,9606,1,35,193.55
2451443,664,9032,1,35,643.65
2452341,1631,3161,1,35,108.15
2451564,173,2626,1,35,452.2
2452627,1365,5772,1,35,99.05
2451929,1765,6721,1,35,1544.55
2452325,1159,2479,1,35,572.95
2452484,241,681,1,35,175.7
2451929,806,9884,1,35,2049.25
2452498,1519,1843,1,35,592.2
2452203,277,3618,1,35,63
2452384,309,1539,1,35,770.7
2452343,1323,4439,1,35,208.95
2451753,115,7241,1,35,1074.5
2452681,534,4192,1,35,2110.85
2451536,82,5940,1,35,2248.75
2451144,1528,6683,1,35,3424.05
2452688,936,4905,1,35,726.95
2452229,1523,3847,1,35,4649.75
2451245,532,1295,1,35,108.5
2451988,1418,8543,1,35,4608.45
2451305,1507,3025,1,35,396.2
2451910,320,4757,1,35,550.9
2451548,1591,6709,1,35,1747.9
2451338,1051,2150,1,35,1002.4
2451875,506,123,1,35,73.5
2451516,655,5718,1,35,106.05
2451495,1309,4407,1,35,236.95
2451832,935,7713,1,35,226.1
2452318,227,9431,1,35,0
2451652,776,4693,1,35,5854.1
2451539,1606,1419,1,35,249.9
2452538,1764,6467,1,35,3274.95
2452333,879,7308,1,35,809.9
2451922,1508,3936,1,35,1134
2451475,769,9478,1,35,756.7
2452560,1716,6849,1,35,725.9
2452460,1053,3592,1,35,285.25
2452626,1111,6741,1,35,339.15
2451357,644,1634,1,35,347.9
2452410,627,8452,1,35,64.4
2450985,1402,5144,1,33,2722.83
2451992,343,2780,1,33,626.67
2451621,1483,4666,1,33,707.85
2451613,164,8327,1,33,1681.68
2451470,1154,9342,1,33,1455.96
2452646,1567,2421,1,33,1375.77
2451958,1183,4423,1,33,1388.31
2451074,379,6858,1,33,772.86
2452014,1040,1117,1,33,180.18
2451918,278,1638,1,33,359.04
2452439,187,2970,1,33,1939.41
2452678,1290,2090,1,33,1351.35
2451979,43,5230,1,33,297
2452113,35,831,1,33,1186.02
2452349,277,5494,1,33,1265.55
2452349,1397,7832,1,33,3292.08
2451793,1375,8400,1,33,256.08
2451025,758,2400,1,33,1277.1
2451667,710,9487,1,33,246.51
2452731,1723,3601,1,33,63.36
2451585,385,7983,1,33,759.66
2451520,337,5308,1,33,1487.31
2452421,1253,4086,1,33,805.53
2452413,1627,4086,1,33,3692.04
2451842,1727,5886,1,33,280.5
2451925,899,7080,1,33,829.62
2451559,1784,9808,1,33,277.53
2452728,651,3387,1,33,5.94
2451130,1207,6440,1,33,99
2452780,1335,9530,1,33,742.5
2452590,1200,9919,1,33,137.61
2452223,509,3569,1,33,3268.32
2452595,1563,1704,1,33,759
2452001,1403,1,1,33,2251.59
2451479,1420,6536,1,33,1741.74
2452496,1389,7176,1,33,146.52
2451984,1355,6157,1,33,168.63
2451268,1165,6797,1,33,1638.78
2450890,1369,8450,1,33,515.79
2451725,925,8314,1,33,310.2
2451486,1141,6134,1,33,303.6
2451983,31,756,1,33,3780.15
2452779,1653,5262,1,33,2536.38
2451186,1240,5616,1,33,1225.95
2451573,1684,390,1,33,4163.61
2452334,899,1875,1,33,98.34
2451273,1012,4334,1,33,467.28
2452417,745,182,1,33,2155.56
2451159,1537,5950,1,33,1252.35
2452594,1089,291,1,33,768.24
2452260,5,2418,1,33,811.8
2452053,241,8187,1,33,375.87
2452347,841,931,1,33,4318.38
2451209,292,9734,1,33,1504.47
2452081,281,2660,1,33,1556.28
2451230,325,3805,1,33,389.07
2451149,1747,7549,1,33,3430.02
2452234,1187,319,1,33,3349.83
2451927,740,2864,1,33,341.22
2451502,979,2152,1,33,1295.58
2452229,1575,4428,1,33,708.51
2452754,342,3913,1,33,1203.51
2452147,363,5514,1,33,3930.3
2452601,1212,5288,1,33,1867.8
2452164,1201,8220,1,33,4855.29
2451966,1723,9946,1,33,800.25
2452188,869,2363,1,33,431.31
2452264,1657,9767,1,33,2518.56
2452432,672,2609,1,33,1977.36
2452447,891,7063,1,33,662.64
2452285,1095,1540,1,33,2390.85
2452377,169,2720,1,33,1325.61
2451231,442,2075,1,33,704.55
2451866,1448,1893,1,33,1196.25
2452322,645,5998,1,33,451.77
2452287,1785,2044,1,33,1320.99
2452642,111,7764,1,33,2268.09
2451447,325,365,1,33,4373.16
2452296,1097,6942,1,33,125.4
2451552,835,4343,1,33,922.35
2452252,847,6821,1,33,2140.71
2452321,651,6821,1,33,1878.36
2452360,639,1449,1,33,456.72
2451531,931,7626,1,33,132
2452644,771,5233,1,33,769.23
2451632,1045,6474,1,33,2513.28
2451965,158,2299,1,33,2378.31
2450883,260,1357,1,33,525.03
2451166,176,2397,1,33,2274.36
2452581,1255,4393,1,33,1938.09
2451788,812,6368,1,33,2008.38
2452263,627,7847,1,33,194.7
2452330,1717,4991,1,33,1499.19
2451298,1600,1218,1,33,294.36
2451876,1448,2809,1,33,518.76
2452320,1459,792,1,33,346.83
2452349,63,5483,1,33,0
2452258,1105,1077,1,33,284.13
2452202,1743,6359,1,33,2319.24
2452114,1463,7453,1,33,477.51
2451972,1701,5901,1,33,3296.7
2452002,313,9583,1,33,2705.34
2451467,554,9357,1,33,330.66
2451512,667,2581,1,33,315.81
2450978,446,1878,1,33,87.78
2452815,379,195,1,33,0
2452296,319,6075,1,33,891
2451787,47,2133,1,33,1695.87
2451184,1690,2013,1,33,179.85
2451232,272,4901,1,33,16.5
2452457,669,125,1,33,900.9
2451263,788,4354,1,33,562.65
2451095,946,3697,1,33,1426.92
2452505,1728,8408,1,33,130.68
2451221,487,5431,1,33,1362.24
2452359,1695,9891,1,33,1893.54
2451240,925,6340,1,33,1009.8
2451613,428,632,1,33,2200.77
2451118,610,550,1,33,2775.3
2451553,482,1114,1,33,99.99
2451934,319,616,1,33,1346.4
2451165,644,1007,1,33,863.61
2452019,569,2848,1,33,1219.68
2452069,967,4900,1,33,915.42
2451832,422,9907,1,33,186.45
2451531,22,2995,1,33,660.99
2452704,1291,5170,1,33,1150.05
2452580,750,8654,1,33,1643.4
2451276,1531,6962,1,33,3170.64
2452390,865,9616,1,33,487.41
2451394,494,8352,1,33,747.78
2452620,357,2925,1,33,688.71
2452213,191,3470,1,33,2876.94
2451702,773,4146,1,33,123.42
2451431,170,8960,1,33,2049.3
2451039,877,3494,1,33,0
2452176,409,9511,1,33,111.21
2452295,167,5933,1,33,359.7
2451536,158,353,1,33,775.17
2451461,1480,7715,1,33,3541.56
2452651,21,2638,1,33,523.71
2451602,1004,917,1,33,2731.41
2452217,1139,3792,1,33,3943.17
2451793,1181,5313,1,33,267.63
2451605,1271,5295,1,33,2355.21
2452440,393,7104,1,33,2979.24
2452306,215,6459,1,33,569.25
2452665,1239,5254,1,33,3658.38
2451543,1162,7173,1,33,100.32
2451917,1607,3857,1,33,649.77
2451054,1448,1449,1,33,421.74
2451964,1253,1264,1,33,1457.28
2452158,1319,4708,1,33,2207.37
2452030,59,9425,1,33,1054.35
2451171,1795,4459,1,33,395.67
2452592,829,6419,1,33,2874.63
2452792,7,7352,1,33,0
2451269,1435,2927,1,33,558.36
2450903,1490,3522,1,33,956.67
2452468,229,2944,1,33,64.68
2452576,210,5630,1,33,94.05
2450995,22,2695,1,33,654.39
2452724,324,8170,1,33,518.1
2451007,574,7749,1,33,2165.79
2452782,319,725,1,33,331.65
2451142,79,423,1,33,875.49
2452733,1321,7324,1,33,573.54
2452732,1269,6624,1,33,399.96
2451612,445,8213,1,33,380.16
2452197,77,2859,1,33,1034.22
2451841,907,243,1,33,708.51
2452090,1265,4196,1,33,1704.45
2452625,1345,1568,1,33,2228.16
2451468,1213,5020,1,33,2144.34
2451212,38,3219,1,33,255.75
2452466,1287,8802,1,33,51.81
2451465,1,2692,1,33,590.37
2451659,805,1010,1,33,168.3
2452425,246,5081,1,33,1852.29
2452370,1764,9948,1,33,3965.61
2451183,541,7263,1,33,2130.81
2451060,163,5316,1,33,86.46
2451571,1454,6270,1,33,1536.15
2451025,166,3478,1,33,46.2
2451581,746,9805,1,33,4719.33
2451124,626,654,1,33,1412.4
2451992,1577,324,1,33,3605.58
2451675,1591,9141,1,33,279.18
2450996,1723,7212,1,33,1406.79
2451666,266,1728,1,33,53.46
2451373,1477,3536,1,33,262.68
2452332,105,7238,1,33,3161.73
2451485,1480,2354,1,33,2480.94
2452177,1055,1346,1,33,998.25
2450932,518,7303,1,33,184.8
2451426,554,9289,1,33,420.75
2452158,1263,3234,1,33,1709.73
2452587,1107,5807,1,33,2132.13
2450984,500,6437,1,33,594.33
2452275,1465,6128,1,33,1750.98
2451927,356,2457,1,33,232.32
2452058,1077,5889,1,33,880.44
2451257,1562,6826,1,33,400.29
2452022,407,2324,1,33,2244.66
2451558,1538,2819,1,33,1821.6
2452620,367,8009,1,33,700.92
2451209,950,1224,1,33,325.38
2451954,1349,1671,1,33,193.05
2452303,587,5994,1,33,463.32
2451634,1429,3075,1,33,732.6
2451340,1327,6938,1,33,428.67
2451637,106,8315,1,33,97.35
2452644,621,2573,1,33,423.39
2451714,109,5075,1,33,3466.98
2452044,881,7376,1,33,286.44
2452420,397,3864,1,33,2443.32
2452601,159,561,1,33,251.79
2452294,479,7900,1,33,26.73
2452616,1536,201,1,33,1809.39
2451364,1202,5350,1,33,1615.02
2452217,719,4442,1,33,1507.77
2451167,424,4040,1,33,1131.24
2451280,1502,282,1,33,1018.71
2451837,284,6813,1,33,950.4
2452682,1119,5597,1,33,192.06
2452270,555,3839,1,33,322.41
2451794,1574,1441,1,33,1636.14
2452202,825,5130,1,33,376.53
2451968,1397,7815,1,33,258.72
2451612,34,6622,1,33,1596.54
2450942,355,9022,1,33,4498.89
2452055,587,7543,1,33,1893.21
2451066,130,8488,1,33,1553.97
2452428,114,4487,1,33,122.43
2452731,559,7554,1,33,353.76
2452681,1483,7195,1,33,1074.81
2451303,1579,6716,1,33,1446.72
2451623,1081,5752,1,33,3273.27
2451196,571,5482,1,33,3579.18
2452717,613,2102,1,33,1222.32
2451023,1616,3108,1,33,1738.11
2452389,1155,3305,1,33,5015.01
2451227,194,9704,1,33,341.88
2452731,769,3489,1,33,63.03
2452305,9,9588,1,33,2229.15
2451125,1502,1635,1,33,27.72
2451600,1213,8184,1,33,122.76
2452293,729,2341,1,33,2688.18
2452232,273,7640,1,33,191.73
2452272,71,2911,1,33,765.27
2452194,69,9539,1,33,2172.06
2451822,1724,9842,1,33,4126.32
2451944,337,8918,1,33,288.09
2452350,1345,1984,1,33,5059.23
