c_customer_sk,c_birth_year,c_birth_country,c_preferred_cust_flag
103,1947,"AFGHANISTAN","N"
154,1947,"SWAZILAND","N"
525,1947,"SAMOA","N"
948,1947,"BHUTAN","N"
961,1947,"MARSHALL ISLANDS","N"
996,1947,"ALBANIA","N"
1339,1947,"SEYCHELLES","N"
1404,1947,"ALGERIA","N"
1461,1947,"SEYCHELLES","N"
1972,1947,"ALGERIA","N"
2177,1947,"MALAYSIA","N"
2257,1947,"GUINEA","N"
2405,1947,"YEMEN","N"
2703,1947,"ANTIGUA AND BARBUDA","N"
2712,1947,"LESOTHO","N"
2861,1947,"TOGO","N"
3042,1947,"TUVALU","N"
3058,1947,"CAMEROON","N"
3361,1947,"MAYOTTE","N"
3369,1947,"NEPAL","N"
3469,1947,"PORTUGAL","N"
3546,1947,"VANUATU","N"
3661,1947,"MADAGASCAR","N"
3707,1947,"BENIN","N"
3799,1947,"TOKELAU","N"
3805,1947,"ANGUILLA","N"
3831,1947,"KENYA","N"
3998,1947,"NORWAY","N"
4142,1947,"JORDAN","N"
4181,1947,"TURKMENISTAN","N"
4688,1947,"SOLOMON ISLANDS","N"
4728,1947,"URUGUAY","N"
4824,1947,"MAURITANIA","N"
4895,1947,"PALAU","N"
4912,1947,"ALGERIA","N"
5068,1947,"VENEZUELA","N"
5186,1947,"SENEGAL","N"
5311,1947,"QATAR","N"
5345,1947,"BRAZIL","N"
5350,1947,"CZECH REPUBLIC","N"
5375,1947,"FRANCE","N"
5420,1947,"TAJIKISTAN","N"
5822,1947,"CYPRUS","N"
5969,1947,"MARSHALL ISLANDS","N"
5970,1947,"AFGHANISTAN","N"
6237,1947,"FRANCE","N"
6649,1947,"COMOROS","N"
6762,1947,"CAYMAN ISLANDS","N"
6919,1947,"BENIN","N"
6937,1947,"CROATIA","N"
7161,1947,"KENYA","N"
7243,1947,"SAN MARINO","N"
7367,1947,"SAUDI ARABIA","N"
7538,1947,"RUSSIAN FEDERATION","N"
7657,1947,"MOZAMBIQUE","N"
7895,1947,"PUERTO RICO","N"
7963,1947,"SINGAPORE","N"
8129,1947,"GUERNSEY","N"
8155,1947,"MONACO","N"
8423,1947,"BHUTAN","N"
8598,1947,"BRAZIL","N"
8785,1947,"GUINEA","N"
9152,1947,"KIRIBATI","N"
9154,1947,"ITALY","N"
9487,1947,"VIRGIN ISLANDS, U.S.","N"
9508,1947,"KIRIBATI","N"
9880,1947,"MARTINIQUE","N"
58,1988,"ICELAND","N"
127,1988,"SAINT LUCIA","N"
198,1988,"NEW CALEDONIA","N"
201,1988,"CANADA","N"
219,1988,"SWITZERLAND","N"
277,1988,"GUATEMALA","N"
342,1988,"BELARUS","N"
640,1988,"MARSHALL ISLANDS","N"
679,1988,"OMAN","N"
811,1988,"AZERBAIJAN","N"
1140,1988,"INDONESIA","N"
1150,1988,"UKRAINE","N"
1234,1988,"GREENLAND","N"
1606,1988,"SAINT LUCIA","N"
1668,1988,"YEMEN","N"
1813,1988,"YEMEN","N"
1880,1988,"UNITED ARAB EMIRATES","N"
1932,1988,"SAMOA","N"
2083,1988,"CHRISTMAS ISLAND","N"
2165,1988,"FRENCH GUIANA","N"
3128,1988,"SYRIAN ARAB REPUBLIC","N"
3261,1988,"BAHRAIN","N"
3333,1988,"MALAYSIA","N"
3587,1988,"PARAGUAY","N"
3631,1988,"NIGERIA","N"
3765,1988,"SWAZILAND","N"
3927,1988,"TONGA","N"
4257,1988,"MOLDOVA, REPUBLIC OF","N"
4368,1988,"BURUNDI","N"
4404,1988,"LATVIA","N"
4777,1988,"CÔTE D'IVOIRE","N"
4981,1988,"GREECE","N"
5026,1988,"ANTIGUA AND BARBUDA","N"
5236,1988,"BERMUDA","N"
5312,1988,"EQUATORIAL GUINEA","N"
5315,1988,"ALGERIA","N"
5653,1988,"GABON","N"
5856,1988,"SURINAME","N"
5962,1988,"NEPAL","N"
6442,1988,"ISLE OF MAN","N"
6522,1988,"NEPAL","N"
6561,1988,"OMAN","N"
6749,1988,"MYANMAR","N"
6862,1988,"ARUBA","N"
6952,1988,"GUYANA","N"
7023,1988,"BELARUS","N"
7251,1988,"TRINIDAD AND TOBAGO","N"
7358,1988,"NORFOLK ISLAND","N"
7374,1988,"NETHERLANDS ANTILLES","N"
7561,1988,"BRAZIL","N"
7577,1988,"PARAGUAY","N"
8363,1988,"NIGER","N"
8412,1988,"AFGHANISTAN","N"
8550,1988,"EL SALVADOR","N"
8805,1988,"FRANCE","N"
8882,1988,"EL SALVADOR","N"
8951,1988,"BARBADOS","N"
9097,1988,"SLOVENIA","N"
9103,1988,"KENYA","N"
9187,1988,"KENYA","N"
9190,1988,"PUERTO RICO","N"
9385,1988,"ANGUILLA","N"
9546,1988,"ARUBA","N"
9591,1988,"CROATIA","N"
9663,1988,"VENEZUELA","N"
9731,1988,"GUATEMALA","N"
9912,1988,"NORWAY","N"
9974,1988,"BURKINA FASO","N"
352,1983,"BULGARIA","N"
468,1983,"MEXICO","N"
598,1983,"LESOTHO","N"
655,1983,"MOLDOVA, REPUBLIC OF","N"
808,1983,"MOROCCO","N"
890,1983,"SOUTH AFRICA","N"
1248,1983,"HONG KONG","N"
1324,1983,"RWANDA","N"
1539,1983,"ZIMBABWE","N"
1617,1983,"PERU","N"
1652,1983,"PUERTO RICO","N"
2081,1983,"ITALY","N"
2241,1983,"UNITED ARAB EMIRATES","N"
2329,1983,"YEMEN","N"
2388,1983,"ARUBA","N"
2504,1983,"SOMALIA","N"
2650,1983,"ANGOLA","N"
2714,1983,"TOKELAU","N"
2837,1983,"ESTONIA","N"
3207,1983,"PERU","N"
3340,1983,"SERBIA","N"
3440,1983,"MALAWI","N"
3464,1983,"GUERNSEY","N"
3585,1983,"LIECHTENSTEIN","N"
3657,1983,"BERMUDA","N"
3873,1983,"BRAZIL","N"
3918,1983,"BELGIUM","N"
4083,1983,"TOKELAU","N"
4446,1983,"GUYANA","N"
4474,1983,"SEYCHELLES","N"
4677,1983,"CAPE VERDE","N"
4754,1983,"ESTONIA","N"
4910,1983,"CHINA","N"
5036,1983,"TURKMENISTAN","N"
5324,1983,"ISLE OF MAN","N"
5504,1983,"MONGOLIA","N"
5562,1983,"AFGHANISTAN","N"
5568,1983,"GRENADA","N"
6038,1983,"KUWAIT","N"
6112,1983,"KUWAIT","N"
6241,1983,"AUSTRALIA","N"
6378,1983,"VENEZUELA","N"
6655,1983,"GUERNSEY","N"
6818,1983,"GEORGIA","N"
6931,1983,"DOMINICA","N"
6966,1983,"BAHAMAS","N"
6994,1983,"CHINA","N"
7030,1983,"NETHERLANDS","N"
7066,1983,"IRELAND","N"
7069,1983,"SOUTH AFRICA","N"
7487,1983,"YEMEN","N"
7583,1983,"WALLIS AND FUTUNA","N"
7708,1983,"EGYPT","N"
7744,1983,"RUSSIAN FEDERATION","N"
7780,1983,"BOTSWANA","N"
7976,1983,"CUBA","N"
8135,1983,"PHILIPPINES","N"
8161,1983,"VENEZUELA","N"
8648,1983,"PARAGUAY","N"
8719,1983,"SWITZERLAND","N"
8720,1983,"UZBEKISTAN","N"
8814,1983,"JERSEY","N"
9050,1983,"SWEDEN","N"
9119,1983,"ARGENTINA","N"
9427,1983,"GUATEMALA","N"
9593,1983,"MARSHALL ISLANDS","N"
9660,1983,"MOROCCO","N"
241,1930,"ANDORRA","N"
276,1930,"TRINIDAD AND TOBAGO","N"
583,1930,"CHINA","N"
678,1930,"NIGERIA","N"
793,1930,"CHINA","N"
939,1930,"GABON","N"
1035,1930,"SRI LANKA","N"
1145,1930,"TOGO","N"
1156,1930,"UNITED STATES","N"
1171,1930,"HAITI","N"
1277,1930,"POLAND","N"
1284,1930,"BANGLADESH","N"
1449,1930,"FAROE ISLANDS","N"
1731,1930,"BURKINA FASO","N"
1839,1930,"RUSSIAN FEDERATION","N"
2221,1930,"AZERBAIJAN","N"
2230,1930,"JORDAN","N"
2237,1930,"NIGER","N"
2379,1930,"BRAZIL","N"
2943,1930,"BENIN","N"
2992,1930,"MALAWI","N"
3067,1930,"MONTSERRAT","N"
3114,1930,"ANTARCTICA","N"
3732,1930,"HUNGARY","N"
3742,1930,"SINGAPORE","N"
3768,1930,"UGANDA","N"
3770,1930,"LESOTHO","N"
3798,1930,"BENIN","N"
4044,1930,"PITCAIRN","N"
4117,1930,"BENIN","N"
4311,1930,"JAPAN","N"
4408,1930,"KUWAIT","N"
4603,1930,"BOUVET ISLAND","N"
5080,1930,"MONGOLIA","N"
5093,1930,"ALGERIA","N"
5213,1930,"ECUADOR","N"
5256,1930,"AFGHANISTAN","N"
5274,1930,"YEMEN","N"
5482,1930,"MALAWI","N"
6251,1930,"NETHERLANDS ANTILLES","N"
6464,1930,"MONTENEGRO","N"
6731,1930,"NAMIBIA","N"
6795,1930,"COSTA RICA","N"
6940,1930,"UNITED KINGDOM","N"
7179,1930,"CANADA","N"
7415,1930,"BANGLADESH","N"
7440,1930,"LITHUANIA","N"
7552,1930,"NORWAY","N"
7582,1930,"POLAND","N"
7727,1930,"SLOVENIA","N"
7817,1930,"UZBEKISTAN","N"
8100,1930,"BURKINA FASO","N"
8144,1930,"BAHRAIN","N"
8178,1930,"MONACO","N"
8251,1930,"TRINIDAD AND TOBAGO","N"
8436,1930,"BELGIUM","N"
8733,1930,"TURKMENISTAN","N"
8821,1930,"JAPAN","N"
8936,1930,"COSTA RICA","N"
9027,1930,"MONTSERRAT","N"
9062,1930,"GUERNSEY","N"
9095,1930,"CANADA","N"
9305,1930,"ERITREA","N"
9492,1930,"KENYA","N"
9555,1930,"TONGA","N"
9619,1930,"LESOTHO","N"
9671,1930,"CAMEROON","N"
332,1980,"SERBIA","N"
479,1980,"PUERTO RICO","N"
687,1980,"PITCAIRN","N"
883,1980,"NETHERLANDS ANTILLES","N"
969,1980,"MARSHALL ISLANDS","N"
998,1980,"TUVALU","N"
1310,1980,"TONGA","N"
1450,1980,"SERBIA","N"
2282,1980,"UZBEKISTAN","N"
2807,1980,"SLOVENIA","N"
3044,1980,"SPAIN","N"
3131,1980,"NIGERIA","N"
3186,1980,"BOUVET ISLAND","N"
3282,1980,"CANADA","N"
3353,1980,"CÔTE D'IVOIRE","N"
3438,1980,"TAJIKISTAN","N"
3454,1980,"SWEDEN","N"
3466,1980,"SAINT LUCIA","N"
3581,1980,"CÔTE D'IVOIRE","N"
3591,1980,"SLOVAKIA","N"
3759,1980,"TURKMENISTAN","N"
3898,1980,"FIJI","N"
3910,1980,"DENMARK","N"
3956,1980,"GERMANY","N"
4439,1980,"ALGERIA","N"
4644,1980,"GHANA","N"
4672,1980,"ETHIOPIA","N"
4690,1980,"JAMAICA","N"
4863,1980,"KENYA","N"
5257,1980,"RWANDA","N"
5598,1980,"EQUATORIAL GUINEA","N"
5667,1980,"LATVIA","N"
5848,1980,"MAYOTTE","N"
5899,1980,"TRINIDAD AND TOBAGO","N"
6168,1980,"ITALY","N"
6236,1980,"IRELAND","N"
6300,1980,"AMERICAN SAMOA","N"
6320,1980,"ROMANIA","N"
6740,1980,"PHILIPPINES","N"
6893,1980,"TURKEY","N"
7077,1980,"BURUNDI","N"
7130,1980,"RWANDA","N"
7154,1980,"GEORGIA","N"
7371,1980,"OMAN","N"
7471,1980,"ROMANIA","N"
7501,1980,"MALAWI","N"
7550,1980,"CYPRUS","N"
7590,1980,"PERU","N"
7917,1980,"BOLIVIA","N"
8284,1980,"RÉUNION","N"
8286,1980,"KAZAKHSTAN","N"
8366,1980,"CROATIA","N"
8424,1980,"SLOVAKIA","N"
8441,1980,"JERSEY","N"
8503,1980,"KIRIBATI","N"
8676,1980,"CROATIA","N"
8680,1980,"SAN MARINO","N"
9021,1980,"VANUATU","N"
9064,1980,"PAPUA NEW GUINEA","N"
9115,1980,"IRELAND","N"
9222,1980,"ALAND ISLANDS","N"
9240,1980,"SINGAPORE","N"
9246,1980,"NIUE","N"
9272,1980,"GUADELOUPE","N"
9289,1980,"JORDAN","N"
9676,1980,"PUERTO RICO","N"
9747,1980,"SAINT HELENA","N"
408,1987,"SRI LANKA","N"
412,1987,"NEW ZEALAND","N"
521,1987,"LATVIA","N"
557,1987,"VANUATU","N"
632,1987,"NAURU","N"
667,1987,"SWAZILAND","N"
701,1987,"BOTSWANA","N"
923,1987,"CHINA","N"
1452,1987,"MARTINIQUE","N"
1649,1987,"GHANA","N"
1999,1987,"PAPUA NEW GUINEA","N"
2073,1987,"EGYPT","N"
2125,1987,"CHRISTMAS ISLAND","N"
2134,1987,"CAPE VERDE","N"
2344,1987,"TURKMENISTAN","N"
2376,1987,"SAINT LUCIA","N"
2502,1987,"MONTENEGRO","N"
2553,1987,"FRENCH GUIANA","N"
2558,1987,"GERMANY","N"
2879,1987,"SURINAME","N"
3003,1987,"BENIN","N"
3171,1987,"CAMEROON","N"
3173,1987,"HAITI","N"
3311,1987,"CANADA","N"
3329,1987,"ERITREA","N"
3349,1987,"MONTSERRAT","N"
3828,1987,"HAITI","N"
3843,1987,"SINGAPORE","N"
3970,1987,"FRENCH GUIANA","N"
4049,1987,"GAMBIA","N"
4237,1987,"HONG KONG","N"
4254,1987,"LEBANON","N"
4483,1987,"NAURU","N"
4596,1987,"AUSTRIA","N"
4632,1987,"ALAND ISLANDS","N"
4736,1987,"JAPAN","N"
4792,1987,"AFGHANISTAN","N"
4829,1987,"PUERTO RICO","N"
4853,1987,"AUSTRIA","N"
5094,1987,"LESOTHO","N"
5198,1987,"AZERBAIJAN","N"
5360,1987,"SEYCHELLES","N"
5769,1987,"ICELAND","N"
6055,1987,"BOTSWANA","N"
6242,1987,"ERITREA","N"
6383,1987,"YEMEN","N"
6615,1987,"BOUVET ISLAND","N"
6634,1987,"TUVALU","N"
6788,1987,"QATAR","N"
6888,1987,"GIBRALTAR","N"
7005,1987,"ESTONIA","N"
7177,1987,"SWAZILAND","N"
7368,1987,"VIRGIN ISLANDS, U.S.","N"
8019,1987,"AMERICAN SAMOA","N"
8140,1987,"PHILIPPINES","N"
8166,1987,"MEXICO","N"
8458,1987,"MALAYSIA","N"
8536,1987,"ZAMBIA","N"
8789,1987,"FRANCE","N"
8887,1987,"MEXICO","N"
9053,1987,"NIUE","N"
9100,1987,"SURINAME","N"
9223,1987,"MALAYSIA","N"
9443,1987,"RUSSIAN FEDERATION","N"
9554,1987,"JAMAICA","N"
9640,1987,"HAITI","N"
9812,1987,"PORTUGAL","N"
571,1936,"PAKISTAN","N"
704,1936,"CAMBODIA","N"
904,1936,"MONACO","N"
970,1936,"FRANCE","N"
1090,1936,"CANADA","N"
1273,1936,"BERMUDA","N"
1301,1936,"NEW CALEDONIA","N"
1392,1936,"GREENLAND","N"
1409,1936,"KIRIBATI","N"
1473,1936,"MALDIVES","N"
1481,1936,"SWITZERLAND","N"
1529,1936,"FRANCE","N"
1603,1936,"NIUE","N"
1746,1936,"ARGENTINA","N"
2119,1936,"DOMINICA","N"
2169,1936,"DOMINICA","N"
2227,1936,"POLAND","N"
2498,1936,"MEXICO","N"
2579,1936,"HUNGARY","N"
2662,1936,"ESTONIA","N"
2904,1936,"MOLDOVA, REPUBLIC OF","N"
3022,1936,"MAYOTTE","N"
3126,1936,"NAMIBIA","N"
3231,1936,"ANGOLA","N"
3374,1936,"TIMOR-LESTE","N"
3457,1936,"AFGHANISTAN","N"
3467,1936,"CHILE","N"
3498,1936,"SRI LANKA","N"
3691,1936,"QATAR","N"
3966,1936,"MYANMAR","N"
4721,1936,"FRANCE","N"
4787,1936,"GREECE","N"
4986,1936,"MALDIVES","N"
5174,1936,"SIERRA LEONE","N"
5210,1936,"MYANMAR","N"
5826,1936,"SOUTH AFRICA","N"
6022,1936,"CANADA","N"
6146,1936,"MAURITANIA","N"
6194,1936,"SAN MARINO","N"
6317,1936,"LESOTHO","N"
6525,1936,"ESTONIA","N"
6545,1936,"NAMIBIA","N"
6609,1936,"CYPRUS","N"
6853,1936,"AMERICAN SAMOA","N"
6926,1936,"SWITZERLAND","N"
7147,1936,"LESOTHO","N"
7244,1936,"TIMOR-LESTE","N"
7514,1936,"NAURU","N"
7677,1936,"SOLOMON ISLANDS","N"
8164,1936,"ANGOLA","N"
8182,1936,"FIJI","N"
8215,1936,"ECUADOR","N"
8277,1936,"GREENLAND","N"
8582,1936,"BURKINA FASO","N"
8622,1936,"TAJIKISTAN","N"
8710,1936,"PAPUA NEW GUINEA","N"
8830,1936,"MAURITANIA","N"
8846,1936,"MARSHALL ISLANDS","N"
8893,1936,"MACAO","N"
9194,1936,"URUGUAY","N"
9271,1936,"TUNISIA","N"
9286,1936,"CAMBODIA","N"
9368,1936,"BAHRAIN","N"
9463,1936,"PARAGUAY","N"
9708,1936,"RÉUNION","N"
9716,1936,"SAN MARINO","N"
9833,1936,"ROMANIA","N"
106,1974,"PORTUGAL","N"
110,1974,"EGYPT","N"
148,1974,"GUADELOUPE","N"
868,1974,"JERSEY","N"
1018,1974,"GRENADA","N"
1168,1974,"JAPAN","N"
1200,1974,"CAPE VERDE","N"
1278,1974,"GREECE","N"
1824,1974,"ETHIOPIA","N"
2293,1974,"INDIA","N"
2317,1974,"GREENLAND","N"
3154,1974,"HAITI","N"
3251,1974,"BELGIUM","N"
3462,1974,"GABON","N"
3531,1974,"BARBADOS","N"
3597,1974,"GREECE","N"
3740,1974,"UZBEKISTAN","N"
3767,1974,"UGANDA","N"
3925,1974,"MYANMAR","N"
4121,1974,"ETHIOPIA","N"
4153,1974,"LESOTHO","N"
4296,1974,"VENEZUELA","N"
4553,1974,"NEW ZEALAND","N"
4570,1974,"SWITZERLAND","N"
4582,1974,"TIMOR-LESTE","N"
4872,1974,"WESTERN SAHARA","N"
4883,1974,"TOGO","N"
4884,1974,"KUWAIT","N"
4903,1974,"SIERRA LEONE","N"
4966,1974,"PUERTO RICO","N"
5237,1974,"CAYMAN ISLANDS","N"
5238,1974,"DENMARK","N"
5368,1974,"MALAYSIA","N"
5425,1974,"ANTARCTICA","N"
6172,1974,"MYANMAR","N"
6362,1974,"MAURITIUS","N"
6478,1974,"ANDORRA","N"
6547,1974,"RUSSIAN FEDERATION","N"
6680,1974,"MACAO","N"
6705,1974,"HUNGARY","N"
6750,1974,"FRENCH GUIANA","N"
7144,1974,"FRENCH GUIANA","N"
7798,1974,"SAINT HELENA","N"
7876,1974,"PERU","N"
7887,1974,"ANTARCTICA","N"
7932,1974,"VIET NAM","N"
7951,1974,"MARTINIQUE","N"
7978,1974,"RUSSIAN FEDERATION","N"
8062,1974,"ARMENIA","N"
8095,1974,"KIRIBATI","N"
8101,1974,"SUDAN","N"
8132,1974,"MOZAMBIQUE","N"
8138,1974,"DOMINICA","N"
8173,1974,"OMAN","N"
8219,1974,"TIMOR-LESTE","N"
8301,1974,"NICARAGUA","N"
8633,1974,"BERMUDA","N"
8745,1974,"ECUADOR","N"
8756,1974,"BULGARIA","N"
8930,1974,"SOLOMON ISLANDS","N"
9020,1974,"BOTSWANA","N"
9052,1974,"FIJI","N"
9693,1974,"FRENCH GUIANA","N"
9696,1974,"FRANCE","N"
9866,1974,"KOREA, REPUBLIC OF","N"
9877,1974,"SUDAN","N"
9901,1974,"SWEDEN","N"
20,1976,"SWITZERLAND","N"
125,1976,"NIGER","N"
390,1976,"SOLOMON ISLANDS","N"
702,1976,"EL SALVADOR","N"
724,1976,"CYPRUS","N"
812,1976,"GREECE","N"
926,1976,"UNITED KINGDOM","N"
1153,1976,"NORWAY","N"
1229,1976,"TONGA","N"
1342,1976,"MONGOLIA","N"
1346,1976,"ISRAEL","N"
1460,1976,"TOGO","N"
1905,1976,"BOLIVIA","N"
2159,1976,"VANUATU","N"
2295,1976,"NEW ZEALAND","N"
2369,1976,"GABON","N"
3351,1976,"ECUADOR","N"
3418,1976,"WALLIS AND FUTUNA","N"
3489,1976,"ZAMBIA","N"
3528,1976,"JAPAN","N"
3561,1976,"VIRGIN ISLANDS, U.S.","N"
3808,1976,"HONG KONG","N"
3926,1976,"PAKISTAN","N"
4105,1976,"CZECH REPUBLIC","N"
4187,1976,"SWEDEN","N"
4401,1976,"GUAM","N"
4760,1976,"CAPE VERDE","N"
4975,1976,"TUVALU","N"
4988,1976,"UKRAINE","N"
5340,1976,"EGYPT","N"
5342,1976,"TAJIKISTAN","N"
5498,1976,"COMOROS","N"
5537,1976,"SWAZILAND","N"
5633,1976,"NEPAL","N"
5675,1976,"QATAR","N"
5765,1976,"CANADA","N"
6008,1976,"BRUNEI DARUSSALAM","N"
6015,1976,"GUAM","N"
6195,1976,"TUNISIA","N"
6344,1976,"CAPE VERDE","N"
6425,1976,"NIGERIA","N"
6517,1976,"PARAGUAY","N"
6566,1976,"ZAMBIA","N"
6718,1976,"HONG KONG","N"
7000,1976,"SWITZERLAND","N"
7031,1976,"ARUBA","N"
7168,1976,"ANTARCTICA","N"
7267,1976,"CHRISTMAS ISLAND","N"
7309,1976,"RWANDA","N"
7334,1976,"HUNGARY","N"
7347,1976,"LUXEMBOURG","N"
7679,1976,"MALTA","N"
7697,1976,"BULGARIA","N"
7927,1976,"PERU","N"
7946,1976,"SINGAPORE","N"
8117,1976,"SAN MARINO","N"
8227,1976,"MADAGASCAR","N"
8395,1976,"GUERNSEY","N"
8513,1976,"GUYANA","N"
8811,1976,"PARAGUAY","N"
8999,1976,"FRENCH GUIANA","N"
9071,1976,"ERITREA","N"
9109,1976,"TRINIDAD AND TOBAGO","N"
9228,1976,"MALAWI","N"
9511,1976,"VIRGIN ISLANDS, U.S.","N"
9905,1976,"KENYA","N"
9968,1976,"LIECHTENSTEIN","N"
119,1935,"SAUDI ARABIA","N"
225,1935,"CAMBODIA","N"
289,1935,"LITHUANIA","N"
426,1935,"SEYCHELLES","N"
490,1935,"DOMINICA","N"
497,1935,"GUAM","N"
740,1935,"INDONESIA","N"
745,1935,"RWANDA","N"
748,1935,"MOLDOVA, REPUBLIC OF","N"
750,1935,"SINGAPORE","N"
1202,1935,"MEXICO","N"
1332,1935,"SYRIAN ARAB REPUBLIC","N"
1536,1935,"BOLIVIA","N"
1600,1935,"KAZAKHSTAN","N"
1727,1935,"GUYANA","N"
1728,1935,"NEPAL","N"
1784,1935,"CAYMAN ISLANDS","N"
1938,1935,"MAYOTTE","N"
2152,1935,"ARGENTINA","N"
2222,1935,"SAINT HELENA","N"
2458,1935,"NETHERLANDS ANTILLES","N"
2462,1935,"FRENCH GUIANA","N"
2952,1935,"SAN MARINO","N"
3068,1935,"KAZAKHSTAN","N"
3343,1935,"WESTERN SAHARA","N"
3505,1935,"AFGHANISTAN","N"
3630,1935,"KAZAKHSTAN","N"
3914,1935,"UZBEKISTAN","N"
3960,1935,"TUNISIA","N"
4164,1935,"CYPRUS","N"
4775,1935,"KYRGYZSTAN","N"
4914,1935,"BENIN","N"
4915,1935,"GIBRALTAR","N"
5269,1935,"NETHERLANDS","N"
5385,1935,"CAMEROON","N"
5388,1935,"GEORGIA","N"
5468,1935,"SLOVENIA","N"
5561,1935,"ZAMBIA","N"
5606,1935,"CHILE","N"
5684,1935,"VANUATU","N"
6149,1935,"JORDAN","N"
6201,1935,"GERMANY","N"
6203,1935,"UKRAINE","N"
6356,1935,"UNITED ARAB EMIRATES","N"
6431,1935,"DENMARK","N"
6536,1935,"MACAO","N"
6614,1935,"QATAR","N"
6716,1935,"KENYA","N"
6856,1935,"UGANDA","N"
7301,1935,"CAPE VERDE","N"
7308,1935,"BOUVET ISLAND","N"
7600,1935,"SURINAME","N"
7670,1935,"EQUATORIAL GUINEA","N"
7687,1935,"BERMUDA","N"
8367,1935,"FRENCH POLYNESIA","N"
8416,1935,"AZERBAIJAN","N"
8435,1935,"LESOTHO","N"
8462,1935,"GUINEA","N"
8559,1935,"CAMEROON","N"
8837,1935,"ESTONIA","N"
9065,1935,"GUERNSEY","N"
9102,1935,"ALGERIA","N"
9117,1935,"MALAWI","N"
9787,1935,"PUERTO RICO","N"
9805,1935,"YEMEN","N"
9871,1935,"ZIMBABWE","N"
9980,1935,"AZERBAIJAN","N"
191,1977,"BOUVET ISLAND","N"
363,1977,"ALAND ISLANDS","N"
857,1977,"JAMAICA","N"
913,1977,"UKRAINE","N"
916,1977,"ARUBA","N"
985,1977,"MONACO","N"
988,1977,"OMAN","N"
1061,1977,"DOMINICA","N"
1276,1977,"MEXICO","N"
1747,1977,"URUGUAY","N"
1821,1977,"NORWAY","N"
1976,1977,"GIBRALTAR","N"
2101,1977,"BOUVET ISLAND","N"
2127,1977,"ITALY","N"
2915,1977,"MAURITIUS","N"
3035,1977,"VANUATU","N"
3063,1977,"AZERBAIJAN","N"
3117,1977,"ANDORRA","N"
3419,1977,"GABON","N"
3719,1977,"LIECHTENSTEIN","N"
3752,1977,"NORFOLK ISLAND","N"
3757,1977,"NEPAL","N"
3891,1977,"KUWAIT","N"
3909,1977,"ANGUILLA","N"
4246,1977,"MYANMAR","N"
4354,1977,"CAPE VERDE","N"
4426,1977,"FAROE ISLANDS","N"
4525,1977,"SWITZERLAND","N"
4526,1977,"GUATEMALA","N"
4902,1977,"TUVALU","N"
5027,1977,"MONGOLIA","N"
5116,1977,"MAYOTTE","N"
5255,1977,"THAILAND","N"
5384,1977,"GUINEA","N"
5415,1977,"ESTONIA","N"
5478,1977,"BURKINA FASO","N"
5511,1977,"ALGERIA","N"
5800,1977,"NICARAGUA","N"
5979,1977,"BANGLADESH","N"
6001,1977,"MAURITIUS","N"
6031,1977,"KIRIBATI","N"
6401,1977,"ESTONIA","N"
6461,1977,"DOMINICA","N"
6470,1977,"TOGO","N"
7246,1977,"MALTA","N"
7496,1977,"SAMOA","N"
7685,1977,"BANGLADESH","N"
7721,1977,"FRENCH POLYNESIA","N"
7738,1977,"CHINA","N"
7773,1977,"CANADA","N"
7877,1977,"TAJIKISTAN","N"
7933,1977,"LESOTHO","N"
8021,1977,"HAITI","N"
8112,1977,"GREENLAND","N"
8244,1977,"MALI","N"
8291,1977,"SEYCHELLES","N"
8321,1977,"SEYCHELLES","N"
8419,1977,"YEMEN","N"
8476,1977,"FINLAND","N"
8608,1977,"CAPE VERDE","N"
8751,1977,"NICARAGUA","N"
8764,1977,"CYPRUS","N"
8964,1977,"GUINEA","N"
9320,1977,"IRELAND","N"
9438,1977,"CHINA","N"
9587,1977,"CANADA","N"
112,1984,"PORTUGAL","N"
475,1984,"GERMANY","N"
527,1984,"UNITED ARAB EMIRATES","N"
686,1984,"ETHIOPIA","N"
955,1984,"PALAU","N"
979,1984,"HUNGARY","N"
1093,1984,"MALTA","N"
1130,1984,"ZAMBIA","N"
1177,1984,"NIGER","N"
1257,1984,"SWITZERLAND","N"
1272,1984,"MONACO","N"
1365,1984,"PAKISTAN","N"
2283,1984,"ANTARCTICA","N"
2571,1984,"AZERBAIJAN","N"
2679,1984,"HONG KONG","N"
2757,1984,"TONGA","N"
2841,1984,"DJIBOUTI","N"
3568,1984,"EL SALVADOR","N"
3872,1984,"TUVALU","N"
3942,1984,"BRAZIL","N"
4120,1984,"MYANMAR","N"
4126,1984,"CUBA","N"
4218,1984,"TURKEY","N"
4249,1984,"BANGLADESH","N"
4285,1984,"SRI LANKA","N"
4371,1984,"RÉUNION","N"
4504,1984,"BELARUS","N"
4621,1984,"PORTUGAL","N"
4660,1984,"IRELAND","N"
4930,1984,"GUADELOUPE","N"
4979,1984,"INDIA","N"
5033,1984,"MADAGASCAR","N"
5173,1984,"MEXICO","N"
5202,1984,"POLAND","N"
5220,1984,"BELGIUM","N"
5369,1984,"WALLIS AND FUTUNA","N"
5718,1984,"TOKELAU","N"
5728,1984,"TIMOR-LESTE","N"
5808,1984,"BERMUDA","N"
5855,1984,"CAYMAN ISLANDS","N"
5862,1984,"GREECE","N"
5928,1984,"TAJIKISTAN","N"
6011,1984,"COSTA RICA","N"
6046,1984,"UKRAINE","N"
6232,1984,"VANUATU","N"
